Current,REG0,REG1,REG2,REG3,REG4,REG5,REG6
2.828,255,2,255,16,190,47,95,
2.828,0,2,255,20,13,47,95,
2.828,255,2,255,24,220,47,95,
2.828,255,2,255,28,206,47,95,
2.828,255,2,255,16,235,47,95,
2.828,255,2,255,20,253,47,96,
2.828,255,2,255,24,188,47,95,
2.828,255,2,255,28,220,47,95,
2.828,255,2,255,16,191,47,95,
2.828,255,2,255,20,205,46,95,
2.828,255,2,255,24,204,45,95,
2.828,255,2,255,28,175,47,95,
2.828,255,2,255,16,190,46,95,
2.828,255,2,255,20,204,47,95,
2.828,255,2,0,24,223,32,96,
2.828,255,2,255,28,222,45,95,
2.828,255,2,255,16,206,47,94,
2.828,255,2,0,20,220,32,95,
2.828,255,2,255,24,236,47,96,
2.828,255,2,0,28,223,32,94,
2.828,255,2,255,16,221,46,95,
2.828,255,2,0,20,187,32,96,
2.828,255,2,255,24,234,47,95,
2.828,255,2,255,28,206,46,95,
2.828,255,2,255,16,222,46,96,
2.828,255,2,255,20,252,46,95,
2.828,255,2,255,24,220,47,95,
2.828,255,2,255,28,172,46,96,
2.828,255,2,255,16,238,47,95,
2.828,255,2,0,20,236,32,96,
2.828,255,2,255,24,238,47,95,
2.828,255,2,255,28,190,47,95,
2.828,255,2,255,16,235,47,95,
2.828,255,2,255,20,204,47,95,
2.828,255,2,255,24,206,46,94,
2.828,255,2,0,28,190,32,95,
2.828,255,2,0,16,221,32,95,
2.828,255,2,255,20,206,45,95,
2.927,255,2,255,16,235,47,95,
2.927,255,2,255,20,206,47,96,
2.927,255,2,255,24,191,47,95,
2.927,255,2,255,28,204,47,96,
2.927,255,2,255,16,207,47,95,
2.927,255,2,255,20,223,47,95,
2.927,255,2,255,24,223,46,95,
2.927,255,3,255,28,192,47,95,
2.927,255,2,0,16,238,32,94,
2.927,255,2,255,20,237,47,95,
2.927,255,2,255,24,239,47,95,
2.927,255,2,255,28,222,47,95,
2.927,255,2,255,16,205,47,96,
2.927,255,2,255,20,191,47,95,
2.927,255,2,0,24,253,32,95,
2.927,255,3,0,28,208,32,96,
2.927,255,2,255,16,223,46,95,
2.927,255,2,255,20,175,47,96,
2.927,255,2,255,24,220,47,96,
2.927,255,2,255,28,254,47,95,
2.927,255,3,255,16,224,47,95,
2.927,255,2,0,20,206,32,95,
2.927,255,2,255,24,189,47,96,
2.927,255,2,255,28,189,47,95,
2.927,255,2,255,16,223,47,96,
2.927,255,2,0,20,205,32,94,
2.927,255,2,255,24,222,46,94,
2.927,255,2,255,28,222,47,95,
2.927,255,2,255,16,206,47,96,
2.927,255,2,255,20,191,47,95,
2.927,255,2,255,24,207,46,97,
2.927,255,3,255,28,224,47,95,
2.927,255,3,255,16,193,47,95,
2.927,255,2,0,20,190,32,94,
2.927,255,2,0,24,221,32,94,
2.927,255,2,255,28,191,47,94,
2.927,255,3,0,16,209,32,95,
2.927,255,3,255,20,208,47,95,
2.927,255,3,255,24,208,47,96,
2.927,255,2,255,28,189,47,95,
2.927,255,3,255,16,225,46,95,
2.927,255,2,255,20,206,47,95,
2.927,255,2,255,24,223,46,95,
2.927,255,2,0,28,189,32,95,
2.927,255,3,255,16,208,46,95,
2.927,255,3,0,20,224,32,95,
2.927,255,2,255,24,189,46,95,
2.927,255,2,255,28,206,46,95,
2.927,255,2,255,16,207,46,95,
2.927,255,2,255,20,223,46,96,
3.026,255,2,0,16,206,32,95,
3.026,255,3,255,20,241,46,96,
3.026,255,3,255,24,208,47,96,
3.026,255,3,255,28,178,47,95,
3.026,255,3,255,16,192,47,94,
3.026,255,3,255,20,194,46,95,
3.026,255,3,255,24,241,47,95,
3.026,255,3,0,28,192,32,96,
3.026,255,3,255,16,194,46,96,
3.026,255,3,255,20,209,47,95,
3.026,255,3,0,24,208,32,94,
3.026,255,3,255,28,209,47,96,
3.026,255,3,255,16,208,47,95,
3.026,0,3,255,20,1,47,95,
3.026,255,3,0,24,209,32,95,
3.026,255,3,255,28,240,47,96,
3.026,255,3,255,16,193,47,96,
3.026,255,3,255,20,192,47,96,
3.026,255,3,255,24,209,47,96,
3.026,255,3,255,28,193,47,95,
3.026,255,2,255,16,159,46,95,
3.026,255,3,255,20,176,47,96,
3.026,255,3,255,24,160,47,95,
3.026,255,3,255,28,209,47,96,
3.026,255,3,255,16,193,47,97,
3.026,255,3,255,20,225,46,95,
3.026,255,3,255,24,192,47,95,
3.026,255,3,255,28,176,47,95,
3.026,255,2,0,16,223,32,95,
3.026,255,3,255,20,144,47,95,
3.026,255,3,255,24,176,47,95,
3.026,255,3,255,28,193,47,95,
3.026,255,3,255,16,192,46,95,
3.026,255,3,255,20,177,47,96,
3.026,255,3,255,24,176,46,95,
3.026,255,2,255,28,191,47,95,
3.026,255,3,255,16,176,46,95,
3.026,255,3,255,20,192,46,96,
3.026,255,3,0,24,225,32,94,
3.026,255,3,255,28,224,46,95,
3.026,255,3,255,16,209,47,95,
3.026,255,2,255,20,207,46,95,
3.026,255,3,0,24,209,33,95,
3.026,255,3,255,28,192,47,95,
3.026,255,3,255,16,161,47,95,
3.026,255,3,255,20,210,46,96,
3.026,255,2,0,24,191,32,95,
3.026,255,2,255,28,191,46,95,
3.026,255,2,255,16,239,47,95,
3.026,255,3,255,20,225,47,95,
3.125,255,3,255,16,227,47,96,
3.125,255,3,255,20,193,47,96,
3.125,255,3,0,24,227,32,95,
3.125,255,3,255,28,194,46,95,
3.125,255,3,255,16,194,45,96,
3.125,255,3,0,20,210,32,95,
3.125,255,3,255,24,225,47,95,
3.125,255,3,255,28,209,46,96,
3.125,255,3,255,16,208,46,95,
3.125,255,3,255,20,241,46,95,
3.125,255,3,0,24,194,32,96,
3.125,255,2,255,28,191,47,95,
3.125,255,3,255,16,180,46,96,
3.125,255,3,255,20,224,46,96,
3.125,255,3,255,24,210,47,95,
3.125,255,3,255,28,193,46,96,
3.125,255,3,255,16,210,47,96,
3.125,255,3,255,20,161,47,95,
3.125,255,3,255,24,195,47,96,
3.125,255,3,255,28,210,47,95,
3.125,255,3,255,16,242,47,95,
3.125,255,3,255,20,192,47,95,
3.125,255,3,255,24,226,46,94,
3.125,255,3,255,28,144,46,95,
3.125,255,3,0,16,197,32,96,
3.125,255,3,255,20,226,47,95,
3.125,255,3,255,24,226,47,95,
3.125,255,3,0,28,178,32,95,
3.125,255,3,255,16,178,45,95,
3.125,255,3,255,20,212,47,95,
3.125,255,3,255,24,180,47,94,
3.125,255,3,0,28,179,32,95,
3.125,255,3,255,16,192,46,95,
3.125,255,3,0,20,178,32,95,
3.125,255,3,255,24,177,46,95,
3.125,255,3,255,28,194,47,95,
3.125,255,3,255,16,196,47,96,
3.125,255,3,255,20,193,46,95,
3.125,255,3,255,24,211,46,94,
3.125,255,3,255,28,226,47,95,
3.125,255,3,255,16,177,47,95,
3.125,255,3,0,20,164,32,94,
3.125,255,3,255,24,211,47,95,
3.125,255,3,255,28,212,47,95,
3.125,255,3,0,16,194,32,94,
3.125,255,3,255,20,211,46,96,
3.125,255,3,255,24,194,46,96,
3.125,255,3,255,28,210,46,95,
3.125,255,3,255,16,164,47,95,
3.125,255,3,0,20,241,32,95,
3.224,255,3,255,16,179,47,96,
3.224,255,3,255,20,146,47,95,
3.224,0,3,0,24,4,32,95,
3.224,255,3,255,28,197,46,95,
3.224,255,3,255,16,195,47,95,
3.224,255,3,255,20,163,46,96,
3.224,255,3,255,24,180,46,95,
3.224,255,3,255,28,214,47,96,
3.224,255,3,255,16,194,47,96,
3.224,255,3,0,20,227,32,95,
3.224,255,3,255,24,165,47,96,
3.224,255,3,255,28,227,46,95,
3.224,255,3,255,16,181,47,95,
3.224,255,3,255,20,227,46,96,
3.224,255,3,255,24,195,47,96,
3.224,255,3,255,28,213,47,96,
3.224,255,3,255,16,194,47,96,
3.224,255,3,255,20,196,47,96,
3.224,255,3,255,24,196,47,95,
3.224,255,3,255,28,163,47,95,
3.224,255,3,255,16,180,47,96,
3.224,0,3,255,20,5,46,94,
3.224,255,3,255,24,211,47,95,
3.224,255,3,255,28,211,46,96,
3.224,255,3,255,16,213,47,95,
3.224,0,3,255,20,21,47,95,
3.224,255,3,255,24,227,47,96,
3.224,255,3,255,28,194,46,95,
3.224,255,3,255,16,227,47,96,
3.224,255,3,255,20,210,45,95,
3.224,255,3,255,24,180,46,95,
3.224,255,3,255,28,180,47,95,
3.224,255,3,255,16,196,47,96,
3.224,255,3,0,20,163,32,96,
3.224,255,3,255,24,179,46,95,
3.224,255,3,255,28,211,47,96,
3.224,255,3,255,16,193,47,95,
3.224,255,3,255,20,195,47,95,
3.224,255,3,255,24,163,46,96,
3.224,255,3,0,28,180,32,95,
3.224,255,3,0,16,210,32,95,
3.224,255,3,255,20,146,47,96,
3.224,255,3,0,24,211,32,95,
3.224,255,3,255,28,193,47,95,
3.224,255,3,0,16,177,32,95,
3.224,255,3,255,20,229,47,94,
3.224,255,3,255,24,212,46,95,
3.224,255,3,255,28,211,45,95,
3.224,255,3,255,16,196,47,95,
3.224,255,3,255,20,213,47,95,
3.323,255,3,255,16,196,46,95,
3.323,255,3,255,20,167,45,96,
3.323,255,3,255,24,198,47,95,
3.323,255,3,255,28,215,47,94,
3.323,255,3,255,16,197,47,95,
3.323,255,3,255,20,197,46,95,
3.323,255,3,0,24,211,32,95,
3.323,255,3,0,28,214,32,96,
3.323,255,3,255,16,197,47,96,
3.323,255,3,255,20,213,46,95,
3.323,255,3,0,24,213,32,95,
3.323,255,3,255,28,244,47,94,
3.323,255,3,255,16,197,47,95,
3.323,255,3,255,20,199,46,94,
3.323,255,3,255,24,228,46,96,
3.323,255,3,0,28,230,32,95,
3.323,255,3,0,16,215,32,96,
3.323,255,3,255,20,229,46,95,
3.323,255,3,255,24,165,46,95,
3.323,255,3,0,28,181,32,95,
3.323,255,3,255,16,197,47,95,
3.323,255,3,255,20,196,46,96,
3.323,255,3,255,24,146,46,95,
3.323,255,3,255,28,199,47,96,
3.323,255,3,255,16,211,46,95,
3.323,255,3,255,20,182,47,94,
3.323,255,3,255,24,177,47,95,
3.323,255,3,255,28,196,47,96,
3.323,255,3,255,16,166,47,97,
3.323,255,3,255,20,197,46,95,
3.323,255,3,255,24,196,47,95,
3.323,255,3,255,28,227,46,95,
3.323,255,3,255,16,231,46,95,
3.323,255,3,255,20,212,46,95,
3.323,255,3,255,24,211,47,96,
3.323,255,3,255,28,212,47,95,
3.323,255,3,255,16,149,46,96,
3.323,255,3,255,20,212,46,96,
3.323,255,3,0,24,213,32,96,
3.323,255,3,255,28,242,47,96,
3.323,255,3,255,16,228,47,96,
3.323,255,3,255,20,212,46,96,
3.323,255,3,255,24,182,46,97,
3.323,255,3,255,28,197,47,95,
3.323,255,3,255,16,198,47,95,
3.323,255,3,255,20,229,46,97,
3.323,255,3,255,24,212,47,95,
3.323,255,3,255,28,246,46,95,
3.323,255,3,255,16,182,47,95,
3.323,255,3,255,20,229,47,95,
3.422,255,3,255,16,197,47,96,
3.422,255,3,255,20,201,47,96,
3.422,255,3,255,24,183,47,95,
3.422,255,3,0,28,184,32,95,
3.422,255,3,0,16,182,32,95,
3.422,255,3,255,20,183,47,97,
3.422,255,3,255,24,215,45,95,
3.422,255,3,255,28,217,46,96,
3.422,255,3,255,16,182,47,97,
3.422,255,3,255,20,200,45,96,
3.422,255,3,255,24,232,47,96,
3.422,255,3,255,28,200,47,96,
3.422,255,3,255,16,198,47,95,
3.422,255,3,255,20,200,47,95,
3.422,255,3,255,24,179,47,95,
3.422,255,3,255,28,182,46,95,
3.422,255,3,0,16,228,32,96,
3.422,255,3,255,20,213,45,96,
3.422,255,3,0,24,167,32,95,
3.422,255,3,255,28,182,47,96,
3.422,255,3,255,16,197,46,95,
3.422,255,3,255,20,200,47,96,
3.422,255,3,255,24,183,47,96,
3.422,255,3,255,28,197,47,97,
3.422,255,3,255,16,183,46,96,
3.422,255,3,255,20,248,45,96,
3.422,255,3,255,24,184,46,96,
3.422,255,3,255,28,198,47,97,
3.422,255,3,255,16,214,47,96,
3.422,255,3,0,20,182,32,96,
3.422,255,3,255,24,230,47,95,
3.422,255,3,255,28,215,47,96,
3.422,255,3,255,16,150,46,95,
3.422,255,3,255,20,184,46,97,
3.422,255,3,255,24,184,47,96,
3.422,255,3,255,28,198,47,95,
3.422,255,3,255,16,214,46,96,
3.422,255,3,255,20,228,46,96,
3.422,255,3,255,24,197,46,95,
3.422,255,3,255,28,197,46,96,
3.422,255,3,255,16,214,47,95,
3.422,255,3,255,20,230,46,96,
3.422,255,3,0,24,214,32,95,
3.422,255,3,255,28,215,47,96,
3.422,255,3,255,16,198,45,95,
3.422,255,3,0,20,215,33,95,
3.422,255,3,255,24,215,46,96,
3.422,255,3,255,28,165,47,96,
3.422,255,3,255,16,183,47,96,
3.422,255,3,255,20,200,47,96,
3.521,255,3,255,16,233,47,96,
3.521,255,3,255,20,185,46,95,
3.521,255,3,255,24,184,47,95,
3.521,255,3,255,28,216,46,95,
3.521,255,3,0,16,168,32,95,
3.521,255,3,255,20,233,47,96,
3.521,255,3,0,24,200,32,95,
3.521,255,3,255,28,186,46,96,
3.521,255,3,255,16,233,47,96,
3.521,255,3,0,20,216,32,95,
3.521,255,3,255,24,201,46,95,
3.521,255,3,255,28,215,47,96,
3.521,255,3,255,16,232,46,96,
3.521,255,3,255,20,216,46,96,
3.521,255,3,0,24,197,32,95,
3.521,255,3,255,28,153,47,95,
3.521,255,3,255,16,231,47,96,
3.521,255,3,255,20,200,47,96,
3.521,255,3,255,24,167,46,96,
3.521,255,3,255,28,198,47,96,
3.521,255,3,255,16,184,47,96,
3.521,255,3,255,20,199,45,96,
3.521,255,3,255,24,233,46,95,
3.521,0,3,255,28,10,45,96,
3.521,255,3,255,16,231,47,95,
3.521,255,3,255,20,218,47,95,
3.521,255,3,255,24,169,47,95,
3.521,255,3,255,28,216,47,96,
3.521,255,3,255,16,216,46,96,
3.521,255,3,0,20,233,32,95,
3.521,255,3,255,24,182,46,96,
3.521,255,3,255,28,168,46,95,
3.521,255,3,255,16,199,47,95,
3.521,255,3,255,20,198,47,96,
3.521,255,3,255,24,186,47,95,
3.521,255,3,255,28,186,46,96,
3.521,255,3,255,16,182,47,97,
3.521,255,3,255,20,184,47,95,
3.521,255,3,255,24,218,46,97,
3.521,255,3,255,28,165,47,95,
3.521,255,3,0,16,218,32,95,
3.521,255,3,255,20,202,46,96,
3.521,255,3,255,24,233,46,96,
3.521,255,3,0,28,204,32,95,
3.521,255,3,255,16,233,47,95,
3.521,255,3,255,20,199,47,96,
3.521,255,3,255,24,214,47,95,
3.521,255,3,255,28,185,46,95,
3.521,255,3,255,16,201,47,95,
3.521,255,3,255,20,168,46,95,
3.62,255,3,255,16,187,46,95,
3.62,255,3,255,20,186,47,96,
3.62,255,3,255,24,217,47,96,
3.62,255,3,255,28,201,47,96,
3.62,255,3,255,16,170,47,96,
3.62,255,3,255,20,215,47,96,
3.62,255,3,255,24,222,47,95,
3.62,255,3,255,28,201,47,95,
3.62,255,3,255,16,218,46,95,
3.62,255,3,255,20,234,46,94,
3.62,255,3,255,24,186,46,96,
3.62,255,3,255,28,185,46,96,
3.62,255,3,255,16,186,47,95,
3.62,255,3,255,20,201,47,95,
3.62,255,3,255,24,201,47,95,
3.62,255,3,255,28,170,47,95,
3.62,255,3,255,16,201,46,96,
3.62,255,3,255,20,249,47,96,
3.62,255,3,255,24,215,46,96,
3.62,255,3,255,28,185,47,95,
3.62,255,3,255,16,219,46,96,
3.62,255,3,255,20,185,47,96,
3.62,255,3,255,24,204,47,95,
3.62,255,3,255,28,203,47,95,
3.62,255,3,0,16,187,32,94,
3.62,255,3,255,20,199,47,96,
3.62,255,3,255,24,201,47,96,
3.62,255,3,255,28,217,47,95,
3.62,255,3,255,16,218,47,96,
3.62,255,3,255,20,216,47,96,
3.62,255,3,255,24,200,46,96,
3.62,255,3,255,28,217,46,96,
3.62,255,3,255,16,247,46,96,
3.62,255,3,255,20,183,47,95,
3.62,255,3,255,24,218,47,95,
3.62,255,3,255,28,187,47,96,
3.62,255,3,255,16,185,46,95,
3.62,255,3,255,20,185,47,96,
3.62,255,3,255,24,202,46,96,
3.62,255,3,255,28,171,46,95,
3.62,255,3,255,16,235,46,95,
3.62,255,3,255,20,203,45,95,
3.62,255,3,255,24,169,47,96,
3.62,255,3,255,28,236,47,96,
3.62,255,3,255,16,201,47,94,
3.62,255,3,255,20,220,46,96,
3.62,255,3,255,24,202,46,95,
3.62,255,3,255,28,198,46,96,
3.62,255,3,255,16,202,45,95,
3.62,255,3,255,20,185,47,96,
3.719,255,3,255,16,234,46,95,
3.719,255,3,255,20,221,47,96,
3.719,255,3,255,24,204,46,95,
3.719,255,3,255,28,187,47,95,
3.719,255,3,255,16,219,47,96,
3.719,255,3,255,20,203,47,96,
3.719,255,3,255,24,203,46,95,
3.719,255,3,255,28,204,47,95,
3.719,255,3,255,16,185,47,97,
3.719,255,3,255,20,219,44,95,
3.719,255,3,255,24,185,47,96,
3.719,255,3,255,28,190,46,95,
3.719,255,3,255,16,187,47,96,
3.719,255,3,255,20,203,47,96,
3.719,255,3,255,24,186,47,95,
3.719,255,3,255,28,171,47,96,
3.719,255,3,255,16,202,46,96,
3.719,255,3,255,20,204,47,95,
3.719,255,3,0,24,172,32,96,
3.719,255,3,255,28,187,47,96,
3.719,0,3,255,16,12,45,95,
3.719,255,3,255,20,187,47,96,
3.719,255,3,0,24,188,32,96,
3.719,255,3,255,28,171,47,95,
3.719,255,3,0,16,204,32,96,
3.719,255,3,255,20,219,47,96,
3.719,255,3,255,24,236,46,95,
3.719,255,3,255,28,188,46,95,
3.719,255,3,0,16,189,32,96,
3.719,255,3,255,20,237,46,95,
3.719,255,3,255,24,203,47,95,
3.719,255,3,255,28,220,47,95,
3.719,255,3,0,16,219,33,95,
3.719,255,3,255,20,204,47,96,
3.719,255,3,255,24,218,46,95,
3.719,255,3,255,28,170,46,96,
3.719,255,3,255,16,249,47,95,
3.719,255,3,255,20,204,47,95,
3.719,255,3,255,24,235,47,96,
3.719,255,3,255,28,203,47,95,
3.719,255,3,255,16,191,45,96,
3.719,255,3,255,20,219,47,96,
3.719,255,3,255,24,202,46,96,
3.719,255,3,255,28,219,46,96,
3.719,255,3,0,16,188,32,95,
3.719,255,3,255,20,204,47,96,
3.719,255,3,255,24,218,47,97,
3.719,255,3,0,28,170,32,96,
3.719,255,3,255,16,187,47,95,
3.719,255,3,255,20,155,47,96,
3.819,0,3,255,16,14,47,95,
3.819,255,3,255,20,221,47,96,
3.819,255,3,255,24,188,46,95,
3.819,255,3,0,28,191,32,94,
3.819,255,3,255,16,221,46,95,
3.819,255,3,255,20,171,46,95,
3.819,255,3,255,24,174,47,95,
3.819,255,3,255,28,206,47,96,
3.819,255,3,0,16,205,32,95,
3.819,255,3,255,20,219,45,95,
3.819,255,3,255,24,205,46,96,
3.819,255,3,255,28,206,47,95,
3.819,255,3,255,16,173,46,96,
3.819,255,3,255,20,237,47,96,
3.819,255,3,255,24,205,46,95,
3.819,255,3,255,28,172,47,95,
3.819,255,3,255,16,206,45,95,
3.819,255,3,255,20,157,47,95,
3.819,255,3,255,24,223,47,96,
3.819,255,3,255,28,156,46,96,
3.819,255,3,255,16,207,47,96,
3.819,255,3,255,20,191,47,96,
3.819,255,3,255,24,220,47,95,
3.819,255,3,255,28,205,47,95,
3.819,255,3,255,16,189,47,95,
3.819,255,3,255,20,218,47,96,
3.819,255,3,255,24,206,46,96,
3.819,255,3,255,28,174,47,96,
3.819,255,3,0,16,190,32,96,
3.819,255,3,255,20,171,47,96,
3.819,255,3,255,24,189,46,96,
3.819,255,3,255,28,158,47,96,
3.819,255,3,255,16,222,47,95,
3.819,255,3,255,20,221,46,95,
3.819,255,3,255,24,174,47,95,
3.819,255,3,255,28,219,46,96,
3.819,255,3,255,16,204,46,96,
3.819,255,3,255,20,189,47,96,
3.819,255,3,255,24,206,47,96,
3.819,255,3,255,28,156,47,96,
3.819,255,3,0,16,187,32,96,
3.819,255,3,255,20,205,47,95,
3.819,255,3,255,24,204,46,96,
3.819,255,3,255,28,173,47,96,
3.819,255,3,255,16,222,47,95,
3.819,255,3,0,20,189,32,96,
3.819,255,3,255,24,223,47,96,
3.819,255,3,255,28,236,46,96,
3.819,255,3,255,16,238,47,95,
3.819,255,3,255,20,202,47,95,
3.917,255,3,255,16,255,46,95,
3.917,255,3,255,20,204,46,95,
3.917,255,4,255,24,176,47,96,
3.917,255,3,255,28,239,46,95,
3.917,255,3,255,16,189,47,95,
3.917,255,3,255,20,174,46,95,
3.917,255,3,255,24,207,47,94,
3.917,255,3,255,28,206,46,96,
3.917,255,3,255,16,190,47,96,
3.917,255,4,255,20,176,46,96,
3.917,255,4,255,24,160,47,96,
3.917,255,3,255,28,190,47,96,
3.917,255,3,255,16,220,47,96,
3.917,255,4,255,20,177,47,96,
3.917,255,3,255,24,175,45,95,
3.917,255,3,255,28,175,47,95,
3.917,255,3,255,16,174,47,96,
3.917,255,3,255,20,141,47,95,
3.917,255,3,255,24,159,46,96,
3.917,255,3,255,28,207,47,96,
3.917,255,4,255,16,176,47,95,
3.917,255,3,255,20,190,46,95,
3.917,255,4,255,24,208,46,96,
3.917,255,3,255,28,222,46,96,
3.917,255,3,255,16,173,47,96,
3.917,255,4,255,20,208,47,96,
3.917,255,3,255,24,190,47,95,
3.917,255,3,255,28,174,46,96,
3.917,255,3,255,16,191,46,96,
3.917,255,3,255,20,223,46,96,
3.917,255,4,255,24,176,47,95,
3.917,255,3,255,28,175,47,95,
3.917,255,3,255,16,253,47,95,
3.917,255,3,255,20,205,47,96,
3.917,255,3,0,24,223,32,95,
3.917,255,3,255,28,189,46,95,
3.917,255,4,255,16,192,45,96,
3.917,255,3,255,20,142,47,96,
3.917,255,4,255,24,208,47,95,
3.917,255,4,255,28,177,47,96,
3.917,255,4,255,16,193,46,96,
3.917,255,3,255,20,174,46,96,
3.917,255,4,255,24,160,47,95,
3.917,255,3,255,28,188,46,95,
3.917,255,3,0,16,188,32,96,
3.917,255,4,255,20,162,47,96,
3.917,255,4,255,24,194,46,96,
3.917,255,4,255,28,195,46,96,
3.917,255,3,255,16,174,47,96,
3.917,255,4,255,20,177,46,96,
4.016,255,4,255,16,176,46,95,
4.016,255,4,255,20,192,47,95,
4.016,255,3,255,24,175,46,96,
4.016,255,4,255,28,192,47,96,
4.016,255,4,0,16,192,32,95,
4.016,255,4,255,20,193,47,96,
4.016,255,3,255,24,175,47,95,
4.016,255,4,255,28,193,46,96,
4.016,255,4,255,16,193,47,96,
4.016,255,3,255,20,190,47,96,
4.016,255,4,255,24,128,47,96,
4.016,255,4,255,28,210,46,95,
4.016,255,3,255,16,190,47,95,
4.016,255,4,255,20,161,47,95,
4.016,255,3,255,24,191,46,96,
4.016,255,3,255,28,174,47,95,
4.016,255,4,255,16,176,47,96,
4.016,255,4,255,20,193,47,96,
4.016,255,4,255,24,242,47,95,
4.016,255,4,0,28,177,32,96,
4.016,255,4,255,16,160,47,96,
4.016,255,4,255,20,128,45,95,
4.016,255,3,255,24,207,46,96,
4.016,255,4,255,28,177,46,96,
4.016,255,4,255,16,128,46,96,
4.016,255,4,255,20,114,46,96,
4.016,255,3,255,24,223,47,96,
4.016,255,4,0,28,144,32,96,
4.016,255,4,255,16,192,47,96,
4.016,255,4,255,20,177,46,95,
4.016,255,3,255,24,205,47,96,
4.016,255,3,255,28,207,45,96,
4.016,255,4,255,16,161,45,96,
4.016,255,4,255,20,160,46,95,
4.016,255,3,255,24,175,47,96,
4.016,255,4,255,28,160,45,95,
4.016,255,4,255,16,193,47,95,
4.016,255,4,255,20,163,46,96,
4.016,255,3,255,24,191,44,96,
4.016,255,4,255,28,209,47,97,
4.016,255,4,255,16,177,45,96,
4.016,255,4,255,20,178,47,95,
4.016,255,3,0,24,191,32,96,
4.016,255,4,255,28,176,46,95,
4.016,255,4,255,16,192,46,96,
4.016,255,4,255,20,209,47,96,
4.016,255,4,255,24,160,47,96,
4.016,255,3,255,28,207,47,95,
4.016,255,4,255,16,145,47,95,
4.016,255,4,255,20,209,45,96,
4.115,255,4,255,16,194,46,95,
4.115,255,4,255,20,163,45,96,
4.115,255,4,255,24,176,45,96,
4.115,255,4,255,28,194,47,96,
4.115,255,4,255,16,178,46,96,
4.115,255,4,255,20,195,47,95,
4.115,255,4,255,24,209,46,95,
4.115,255,4,255,28,208,47,96,
4.115,255,4,255,16,194,46,96,
4.115,255,4,255,20,194,47,96,
4.115,255,4,255,24,180,45,96,
4.115,255,4,255,28,240,46,96,
4.115,255,4,255,16,161,47,96,
4.115,255,4,255,20,163,46,96,
4.115,255,3,255,24,207,47,96,
4.115,255,4,255,28,177,46,96,
4.115,255,4,255,16,192,46,96,
4.115,255,4,255,20,193,47,96,
4.115,255,4,255,24,179,47,96,
4.115,255,4,255,28,177,45,96,
4.115,255,4,255,16,225,46,96,
4.115,255,4,0,20,195,32,95,
4.115,255,4,255,24,176,47,96,
4.115,255,3,255,28,159,46,96,
4.115,255,4,255,16,194,46,95,
4.115,255,4,255,20,147,47,94,
4.115,255,4,255,24,178,46,95,
4.115,255,3,255,28,191,46,96,
4.115,255,4,255,16,179,47,95,
4.115,255,4,255,20,197,47,95,
4.115,255,4,0,24,211,32,95,
4.115,255,4,255,28,227,47,96,
4.115,255,4,255,16,209,47,96,
4.115,255,3,255,20,191,47,95,
4.115,255,3,255,24,207,47,96,
4.115,255,4,255,28,177,46,96,
4.115,255,3,0,16,207,32,96,
4.115,255,4,255,20,130,47,95,
4.115,255,4,255,24,176,46,97,
4.115,255,4,255,28,161,47,96,
4.115,255,4,255,16,194,47,96,
4.115,255,3,255,20,190,46,96,
4.115,255,4,255,24,211,46,95,
4.115,255,4,0,28,194,32,96,
4.115,255,4,255,16,177,47,95,
4.115,255,4,255,20,210,46,96,
4.115,255,4,255,24,178,46,96,
4.115,255,4,255,28,162,47,95,
4.115,255,4,255,16,162,46,96,
4.115,255,4,255,20,192,46,96,
4.214,255,4,255,16,209,46,96,
4.214,255,4,255,20,196,47,96,
4.214,255,4,255,24,194,46,96,
4.214,255,4,255,28,212,47,96,
4.214,255,4,255,16,179,46,96,
4.214,255,4,255,20,194,46,95,
4.214,255,4,255,24,225,47,95,
4.214,255,4,255,28,164,46,95,
4.214,255,4,255,16,163,46,96,
4.214,255,4,255,20,180,47,96,
4.214,255,4,255,24,197,47,96,
4.214,255,4,255,28,194,45,96,
4.214,255,4,255,16,211,46,96,
4.214,255,4,255,20,179,46,96,
4.214,255,4,255,24,210,47,95,
4.214,255,4,255,28,147,47,96,
4.214,255,4,255,16,210,47,95,
4.214,255,4,255,20,195,47,96,
4.214,255,4,255,24,182,46,96,
4.214,255,4,255,28,163,47,95,
4.214,255,4,255,16,164,46,96,
4.214,255,4,255,20,211,46,96,
4.214,255,4,255,24,180,47,96,
4.214,255,4,255,28,179,47,96,
4.214,255,4,255,16,163,47,96,
4.214,255,4,255,20,162,46,96,
4.214,255,4,255,24,147,46,95,
4.214,255,4,255,28,149,45,96,
4.214,255,4,255,16,180,46,96,
4.214,255,4,255,20,195,47,96,
4.214,255,4,255,24,146,45,96,
4.214,255,4,255,28,179,47,96,
4.214,255,4,255,16,146,46,96,
4.214,255,4,255,20,178,46,96,
4.214,255,4,0,24,163,32,96,
4.214,255,4,0,28,209,32,95,
4.214,255,4,255,16,179,46,96,
4.214,255,4,255,20,179,46,95,
4.214,255,4,255,24,162,46,95,
4.214,255,4,255,28,180,47,96,
4.214,255,4,255,16,166,47,96,
4.214,255,4,255,20,178,47,96,
4.214,255,4,255,24,197,46,95,
4.214,255,4,255,28,182,46,96,
4.214,255,4,255,16,195,47,96,
4.214,255,4,255,20,165,46,95,
4.214,255,4,255,24,194,46,96,
